Book Title,Link,Review Text
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Outstanding book on How-To-Draw as well as the Neuroscience regarding Right versus Left Brain Modes of perception and action. Well-written with many examples and pertinent figures. I Loved the before and after drawings of Art Students, done just 3 days apart with a remarkable improvement. There were many drawings of professional artists as well as drawings by Edwards and her fellow teachers. I loved the explanation (and it made so much sense) why most Art Teachers are so shitty at actually teaching students how to draw. Every art class I have taken started with a long list of very costly materials which I then had to go out and buy on a very limited budget--and then the ""teaching"" consisted of using the materials like ink or charcoal, making a huge mess with them and creating something no one (least of all me) wanted to look at, and the course ended with the expensive materials being stashed away to dessicate never to be used again. One beginning art class project consisted of creating ""art"" by cutting up the comics pages in newspapers and pasting them into an abstract collage. [The Art Teacher was so impressed by my newsprint project result they showed it to other classes as a shining example--which was mildly gratifying but not really. All I wanted was to LEARN HOW TO DRAW--or at least improve.] My least favorite word (in regards to Art) is Multimedia--this guarantees I am going to hate the finished product. Betty Edwards explains why drawing is so hard to teach, discusses the barriers to learning how to draw, and gives step by step exercises to teach the skills to oneself and students. There is an emphasis on drawing human faces. I loved learning about proportions of faces and doing so, I was able ""see"" better than I ever have before. I will confess that I did not do all the exercises--but I did many of the ones that didn't require buying any materials, I plan to do a few others from this book, and have seen my drawing skill improve. These techniques are perfect to build on. Edwards' advice is spot on and she seems like a wonderful person based on how she writes about teaching and learning. Highly recommend this book to: anyone with an interest in How To Draw, Art appreciation, or Teaching Art."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I read the book a while ago, but I read it at least twice and I did almost all the exercises. I have been drawing since I was a kid, and in this context, I could see that a lot of what she was explaining I already kind of did it in an intuitive way. It was actually very interesting from that point of view, because I could see how someone who has always thought that they just don't have the talent to draw could really find this book useful, because it teaches you basic aspects of how to see reality in a way that, at the very least, you can copy it way more accurately. The method that she proposes, at least the one that I remember the most, of converting ·3D objects in 2D in your mind so you can see the proportions and distances more clearly it was interesting. Having said that, It wasn't really that useful for me, it was more like an interesting exercise and explanation. But I could also see the not so good part of the book, which is that in a way it can reinforce a tendency (that I already had) to ""flatten"" the way you see objects and reality and thus not making easier certain important processes that an artist has to learn, like being able to construct objects in perspective in your mind to be able to draw them from any angle. Basically, it's a book that it's better for people that think that they can't draw, and in any case, an interesting read, although I don't completely like her approach that she takes."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"It took me a while to ""finish"" it as I intended to participate in the exercises given by Betty in the book. It has been one of the most helpful books on drawing I've ever read and clearly deserves a 5-star rating just for that. You can see your own progress during the drawings and each chapter a new layer of depth is added to your repertoire. Most books don't explain basic concepts of drawing very well. I'd say start here and never look back. Simply marvellous."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Read multiple times. My hippy, artist MiL gave me this book when I taught art...back in the day before I had kids and had just met her son ;) I’ve used this method with children (and adults)...it’s a great tool to teach beginning artists. The core tenets can be expanded on with most teaching styles. My favorite application is the self portrait method for children and teens. They’re always impressed by their finished artwork."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"An outdated drawing book from the 20th century. The neuroscience knowledge is largely trashy false science (maybe they thought that it's true in the last century). And what's horrible is that there are many stereotypes about learning that is absolutely a taboo at this minute (e.g. female is feminine, male is masculine, language means anaytical while visual means emotional, etc). But the basic drawing techniques is still timely. Highly not recommended."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"So, my lockdown hobby of choice ended up being drawing. As a kid I loved it but haven't drawn a thing in years (though always liked the idea of ""being able to draw""). Drawing on the Right Side of the Brain is a highly recommended and insanely popular book on learning to draw. And I can see why, as it's power to motivate and get you drawing is immense. The book starts by asking you to sketch a few pre-instruction drawings. This includes a self-portrait, a drawing of your hand, and a drawing of the corner of your room. The book is genius in that it does this so you have a baseline and can compare your later improved drawings to these earlier attempts. This contrast between caveman level inscription and reasonably recognisable drawing with some semblance of shape and form is Betty Edwards way of visually showing your progress as you work through the chapters. Drawing on the Right Side of the Brain starts with a focus on edges and negative space, then moves onto proportions and perspective, before looking at things like shading, composition, and hatching. But through each chapter of drawing tutorial, the book is teaching the most fundamental art skill on earth, the art of truly seeing. The book dives into the key concept of seeing exactly what is in front of you rather than what your brain is perceiving it to be, and by doing this it teaches that drawing from life or reference is nothing more than putting down exactly what you see. By completely changing the way you perceive and think during the drawing process, even simple sketching becomes remarkably entertaining (and the results also show an immediately clear improvement). The structure of Drawing on the Right Side of the Brain is the key to its success. By taking you through each section and building on each previous lesson/skill, the book gradually expands the way you think as you draw, while improving basic drawing skills too. The steady progression and mix of simple exercises to more rewarding pieces always feels fulfilling, making this one of the most positively inspiring books to follow through with. The science behind the whole right brain/left brain thing may be complete junk (or at best inconclusive), yet even as a metaphor rather than scientific fact, it still applies very well. And while the science itself is not touched on much here, some chapters going into topics like the way drawings change and adapt in children as they age prove to be fascinating. My one criticism is that while there's plenty more reading needed to build on the starter skills taught here, this book gives very little guidance on where to go next, or how best to maintain the progress made here. This book took me from being someone who ""would love to be able to draw"" to someone who draws, and that alone pretty much says it all. 5 left-sided stars."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I always struggled with drawing from life, i hated every assignment i got involving still life drawings and my teachers never really taught me the correct skills to improve. Naturally i enjoyed using photographs to draw from and used projectors for large paintings. I thought it would be a good idea to use art books to try to improve this skill myself, since i noticed i wasn’t really growing it in art school. I could’ve never imagined how much i improved from this book in only a week to 2 weeks time? It is insane. I couldn’t believe my eyes when i compared my self portrait before and after reading this book and doing the drawing assignments in it. I swear this book isn’t only great for people who have never really drawn before, it is great for people who want to improve drawing from life as well. Even tho it goes through the basics and most of it you’ve probably already seen if you’ve ever been to art school, like shadows, hatching and perspectives but i swear it will give you new knowledge no school has ever taught you. This has changed my way of drawing forever and i’m incredibly grateful i stumbled across this book when i did."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Reading this book has profoundly changed my instructional practices. Since I had started reading the book at the end of last year, it gave me some observational data on how some of the techniques could change the classroom culture and art making practices. This year, I implemented the warm up techniques at the beginning of the year, students drew specific things in their sketchbooks as bell work and now all of my classes are able to get focused and in the 'zone' pretty much every day when we utilize the strategies. Students' drawing skills and my ability to explain certain things have improved as a result of reading this book. Explaining to students the science behind how their brains respond to certain activities helped them to understand how art can help them focus and what they need to do in order to prepare their brains for artmaking, which has helped with goal setting and overall productivity."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Phew! It ends. At last. This is one of those books that lied idle on my shelf for so long. I am glad that I finished it at last. If you have never laid a pencil on paper to make anything other than regular handwriting, then this book is for you. This is a decent read for absolute beginners in the world of art, especially drawing. I wouldn't suggest this to people who already know how to draw and paint. The author makes reading a little tedious with her going on and on about the brain hemispheres. Pick it if you must."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Want to become a better artist & draw like never before? This is the book for you. Want to understand a little bit of the the psychology and biology of human spatial awareness? Then, again, this book is for you. I liked every chapter - every insight is worth committing to memory and the drawing principles are all worth applying. While reading you should experiment with the techniques presented - you'll become amazed at what you can accomplish. I thoroughly enjoyed `Drawing on the Right Side of the Brain`."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Before I read this book, if someone came up to me and said: “Anybody can draw” - I wouldn’t have believed it. Now I do. It is fascinating to learn the intertwined relationship between different modes our brain operates and how drawing lets you explore it as much as language does on other mode. Just as one can learn how to read and be able to read anything in their life, learning the fundamentals components of drawing elevates your visual perception at a whole new level!"
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I used to love drawing as a teenager, but felt like I was starting from zero picking up the skill as an adult. I completed all the exercises in this book and I think it gave me a great foundation to build from. I appreciated how everything was broken down into step-by-step digestible skills. Why 4 stars then? Firstly I’m quite skeptical of the pop science interpretation of lateralization in brain function (“left” and “right”), but it’s a reasonable frame for discussion. Secondly the book never adequately teaches you how to draw on toned paper, and my unguided attempts were quite frustrating."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I'd tried several times to read through Drawing on the Right Side of the Brain on my own. Once my Beginning Drawing teacher demonstrated exercises from the book, I finally understood Betty Edward's approach. I didn't agree with all of her left brain / right brain theories, but her general approach to ""draw what you see"" makes sense. I also appreciated her suggestions for left-handers."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"THE quintessential book for learning to draw. This is a must read if you want to learn the art of drawing. There's a moment where it all ""clicks"" and your entire outlook is changed. You realize that you can do it and it's an awesome moment to have. I recommend this to anyone who has an interest in drawing. 10/10"
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"A classic. It's always a pleasure to re-read this book. The main concept (draw what you see and stop relying on your mental symbol library) can be found in many newer books, but it's definitely still worth reading."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"There's a reason I recommend this book to every student (or non-student) who says they can't draw or they wished they could draw. If you read this book AND do the exercises, your skills will improve."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I highly recommend for anyone who wants to draw, no matter their current skill level. I unlocked new powers in my brain, and am amazed at my progress after completing this book."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},Recommended by a friend who is taking drawing classes and was assigned this as a required reading. I think it has a lot of good tips and is very helpful in explaining how you can improve proportions and scaling. I’ve always enjoyed drawing and look forward to *hopefully* having more time soon for it.
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},This book taught me how to draw and have confidence in art. I still hands a long way to go in art but it was a wonderful book to work through.
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},It's a good story not what I expected but it's nice and entertaining
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},The updated version has more content. Yet if you do attempt each exercise and go at a slow pace. You learn alot. Definitely a good foundation book.
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Stop thinking about it so much like why are u reading about drawing just go draw. also the entire narrative of ""this is how you draw like a smart person"" is so annoying. never liked this book"
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Really enjoyed this - I’m not in a place right now where I could invest a significant amount of time drawing and practicing, so I’m looking forward to purchasing this book in the future (so I’m not at the mercy of the library 😆)."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I think this is an excellent book because it tells you all the basics a beginner artist needs, however for me since these topics were reviewed (which was great) also got me bored. There are many hands-on exercises to go along with the book as well, which added heavily to the time it took me to read it. This book would be great for art teachers. NOTABLE POINTS: ✏️ 5 basic skills of drawing consist of the perception of: edges, spaces, relationships, light/shadows, and gestalt (or the while). ✏️ additional skill consist of drawing from memory ✏️ Negative space drawings, drawing with your reference upside down to only focus on spaces and values, Gesture/contour drawing"
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"you get your money worth out of this book, all though i did found it a little bit lackluster at some points, but that was to be expected, you can't get a feedback out of a book it's a one sided conversation, but over all it gives you a structure to follow and i am happy with my results, and all the techniques i have learned, one other thing about it is that you feel welcomed reading this book you never feel lost or left behind, it's always encouraging you to practice more and to be patient;"
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Survival games have carved out a unique space in the gaming world, combining exploration, crafting, and combat in environments that are often as unforgiving as they are immersive. From desolate wastelands to alien planets, players are tasked with staying alive against insurmountable odds—whether through crafting shelters, scavenging for resources, or fighting off dangerous creatures. As this genre continues to grow in popularity, it's worth diving into the most iconic survival games that have captivated players worldwide. For those interested in diving into these adventures, you can for exciting gaming experiences and check out available survival games via ."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Ohh this book. No wonder the college drawing class that required this book frustrated so many of its students as much as it taught them. Having re-read this book in its entirety, I have to say that it's a wonder any of us continued to draw after graduating that class. If you can ever get past the horrendously warped theology and the interesting, but ultimately aimless ramble through neuroscience, there’s a fairly decent introduction to some useful drawing skills in the final few chapters of this book. But getting there is such a chore... Betty Edwards has a lot of good techniques to teach beginners (eventually), but her assumption that we must achieve an altered state of consciousness and “shut down” one half of our minds in order to draw effectively is ludicrous at best—dangerous at worst. The author treats the left hemisphere of the brain as if it’s the villain of a story, and proceeds for chapter upon chapter of theory-crafting in order to convince us of its villainy and teach her readers to silence all thought and perception provided by said hemisphere in order to achieve a perfect state of mind in which to “really see”—thereby intentionally causing frustration, confusion, and a reliance on this trance-like state in order to ever draw. (You might think I’m stretching that a bit and being too harsh, but I’m not. The author herself admits as much multiple times right there in the text.) If you can wade past all of that, however, the actual drawing instructions in chapters 6-11 are quite well written and educational. Mercifully, this section of the book is relatively free of the author’s meandering theories. In the back half of the book you’ll find wonderfully simple-to-comprehend lessons on perspective, sighting, portraiture, foreshortening, negative space, shading, and a short lesson on colour theory. Things that are when learning to improve your drawing skills. If you’re interested in studies about the brain, I highly recommend reading the first few chapters (with a grain of salt, of course, and understanding that the actual scientific research she references has likely advanced beyond the contents of those chapters in recent years). But if you simply want to learn to draw, I recommend at most skimming the first few chapters—avoiding like the plague the exercises on achieving an altered-state of consciousness (shifting from the so-called “L-mode” to “R-mode”)—and starting with a more thorough reading and working through the drawing exercises beginning in chapter six. Learn the techniques for measuring and sighting, for observing lights, shadows, shapes, and spaces, and let the rest of it go. No trance necessary."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"DNF. I'm a novice artist. I had heard alot about this book so thought Id give it a read. Firstly, it's filled long winded psychobabble. The whole left and right side of the brain fighting for tasks is outdated. She talks about this alot, when really I only wanted to get to the exercices. But the exercises felt somewhat pointless. One exercise, drawing upside down, I did fine with this, but not, I think because it was upside that but because I'm not a complete beginner. A couple of years ago I had tried this upside down drawing and hated it. It was terrible and I hated the assumption that it would be good. Betty does the same. After each exercice she tells you that she's sure you will be pleased. For those who aren't, I think this will be frustrating to read. I found the blind drawing exercise, strange and not something I'll do again. I don't see it teaching me to pay more attention to what i actually see. In fact I think it would make me pay less attention, because there are no real results. Betty neglects to inform her readers that drawing takes practice and repetition. You will likely have to do a task multiple times before you improve. I do find the viewfinder and plastic sheet a good explanation for how to draw what you see for beginners. I didn't try it as I didnt have materials but I can see that clicking for beginners. I quit the book shortly after this. Tired with her waffle. I wouldn't recommend it. But if you do decide to give it a try these are the materials you need. -Clear plastic, about 8x10"" and 1/16 thick -two ""viewfinders"" made of black card-board, about 8x10 -non-permanent black felt-tip marker -graphite stick #4B -masking tape -eraser -two bidner clips"
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Her ideas on the lateralisation of the brain are WRONG. In the 1950s Roger Sperry studied split brain patients, mostly epileptics whose corpus callosum had been cut. That research has been out of date since 1970. Unless you're a split brain patient, you do not do types of activities such as drawing with only 1 side of your brain. You use all of your brain. Except for handedness, lateralisation is very minor. She would have been more accurate if she had said paint in a creative mode, not an analytical mode. Something along the lines of paint like you’re feeling the subject. Don't paint like a engineer. Don't tell yourself ""I’m painting an eye. That's an eye. Make it look like an eye."" Instead, observe the eye. Paint the light . Paint what you see, not what you tell yourself you see based on preconceive notions of what you think you remember an eye looks like. The main point is to learn to see. Her science is wrong, but the idea that you need to stop being over analytical and logicical is right.. Despite her lack of understanding of science, the book helped me improve my drawing and painting skills."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Not going to lie... this book is awful! It forces you to loose all of your natural style and original artistic talent to learn to draw just like everyone else. This book was used in my college Drawing I class and it was honestly awful. I literally burned my copy of it so no one else would read it. I'm not saying it can't help you, maybe if you have no drawing skills whatsoever... but for me it really messed me up and set me back when I thought that I already had some natural ability. There is something to be said about getting to that Right side of your brain/ zoning out, but it can't be forced. It has to just happen naturally. I would never leave such a negative comment normally, but this book literally had a negative impact on my life and my art."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"The science in this book is obviously no longer exactly new and groundbreaking, and presumably it's wellllll out of date. But the theory is mostly something you can casually consider in broad terms while still trying to change the way you approach and think about drawing, and I think that's a fairly useful framework for trying things a different way. It was helpful to a point for me, and included some exercises I had done before in art classes but that are perennially useful to play with, like blind contour drawing and drawing what you literally see instead of what you imagine a thing to look like. It didn't unlock the secrets of drawing for me, but it did lead to some helpful experiments and a few things I will take with me as I try to not be tragically terrible at drawing."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"This new edition of the hugely popular and influential drawing manual, first published over thirty years ago, incorporates new findings from neuroscience, like the discovery of brain plasticity, together with the tried and true exercises included in past editions. The author explains the value of accessing the brain’s more creative right hemisphere and has isolated five perceptual skills readers can develop to begin harnessing their right brain power to improve their drawing. Edwards makes a strong case that these exercises will not only improve anyone’s realistic drawing capabilities, but perceptual and general problem solving skills as well."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I actually had to read this book for a class of mine, but I thoroughly enjoyed it. The author, Betty Edwards, teaches how anyone can learn how to draw, and I love that. I have learned a lot in all of my art classes and studies, but I learned even more from her. I hate how people think that art is merely a talent that only certain people have. That mode of thinking is completely false and Betty Edwards explains why it is false. Art is not just a talent given only to those born under the right stars, it is a way of thinking, a way of seeing the world around us. I would definitely recommend this book."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"It's a decent book with a lot of good exercises. A classic for a reason. There are a few ideas in it which are in dispute - namely, that ""right-brained"" work flow allows you to ""zone in"" like an athlete during a perfect performance. Even if you don't buy into this, there is something to be said about how ""zoning in"" lets you work more freely, and focus on the ""working"" aspect of the drawing rather than the ""what to draw next..."" aspect. She in fact teaches that you will eventually draw like an autonomous drawing robot in full gear. What does have value is her chapters on children's drawing, drawing left-handed, and her section on the intersections of handwriting and drawing."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I agree with ""Maiken"" the main theory of the book is a L/R brain differentiation that isn't supported by the discipline of network neuroscience. Mental activity arises from interactions among countless different brain areas. Edwards just uses her construct to sell certain ideas that encourage people to draw what the see. Two stars says it is ""ok"" and I guess it is okay for most people even with the flawed idea that our right and left brains are somehow separate. I have, by the way, recommended it to beginning artists if for nothing else the exercises in the book."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"This is the book I use to teach my drawing class. If you want to learn to drawm it is quite helpful. Trust the crazy exercises she recommends (like drawing without looking at your page), they all have a utility that only comes out in hindsight. I do think though that all her blah on right/left side of the brain differentiation is crap. You don't need to know any of that to make her exercises applicable."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Well, I was a little disappointed at first, because I expected to be drawing ON my brain (and how cool would that be). Once I got over it, though, I and the four other munchkins at the table had a fabulous time turning pictures upside down and looking really, really closely at the wrinkles in our hands. Took me back, in fact, to my early days at Ree--, oh, never mind. This is an excellent book for anyone who doesn't draw but secretly wants to."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"A great book on how to take your time and draw what you actually see. I really enjoyed the exploration of L-mode vs R-mode thinking and what that means for your drawings. My only complaint—and it's a result of what you're doing—is that each chapter might end up taking you two to three hours to get through because of how long each drawing will take. I guess that's not really a complaint because it's so enjoyable, but more of a warning."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Great book! If you've always loved the art of others but didn't think you had the talent, think again. The premise of this book is that everyone can draw...we just have to learn to switch to our right (creative) side of our brain, instead of the left (logical), which is mostly used. I loved the exercises in here; they're great to have kids do too, so they don't grow up thinking they can't draw (like most of the rest of us falsely learned)."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I've always wanted to be able to draw, or paint, or be an artist. I read this book and started working through the exercises. I became discouraged when my drawings continued to look like an early elementary student with no talent and my elementary school-aged daughter's drawings looked like a talented artist's drawings. Despite my shortcomings, I am able to look at objects differently, breaking them down into manageable sections."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Drawing on the Right Side of the Brain by Betty Edwards is a great way to learn to draw. Most people (mostly adults) say they don't know how to draw and ""just don't have the natural talent"". But this book proves them all wrong, I was very impressed with how my drawing improved when I read this book. It explains all the questions on why you think you can't draw, and tells you how to fix them. I suggest this for most people, especially people 30 and up."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},I think this is a great book to help with my drawing skills. There are many good parts to help with skills and techniques that would definitely work. I liked this not only because it will help increase my drawing ability but because I also learned more about how the brain works and how it is used in my everyday life and also during drawing. This was a great book that i hope will help me with my perspective drawing.
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Such an amazing book. I had heard about it for years, but never actually read it. This latest edition closely reflects much of what I've been talking to people in the business world about the value of the arts & creativity. Much more than a series of drawing lessons (though it is that too), this is really a treatise on the power of developing an art practice as a means of seeing the world itself differently and being able to apply that in all areas of you life."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"This book literally changed my life, my perspective on the world and of course - my drawing skills. I can almost say for sure that if you follow the chapters and practice them seriously, it's almost certain that you'll draw better after finishing this book. After reading it, I looked at things differently, it was actually an interesting trip. Every face, every tree, every trivial thing around me became a magic of shape, figure and light."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"This book is chock full of pseudo-scientific b.s. She explains what's already known and taught better in regular art books by using a bunch of made up theories creatively masked to sound like she knows what she's talking about. Do yourself a favor and get a real art book, not one full of psychobabble. Sure a lot of people 'like' it but history has shown that the masses are easily duped."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"If you like to draw and want to do it better, get this book. If you want to try to increase your overall creativity, get this book. Trying to use your non-dominant hand more can really work to charge your creativity, and whilst you may not end up a Rembrandt, you may very well surprise yourself by what you can do."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Beautiful book. I skimmed through the parts where the discussion and emphasis on L and R hemisphere division gets too intense; what remained has made me draw again. The book is everything I will want my child and parents to read, to be reminded of how essential, easy and satisfying it is to hold a pencil."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"I am so glad I know about this book, and get the chance to read it. To enter the door of the art world :) This book is great for those who are interesting in learning how to draw, how to see things in a different way."
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain/reviews?reviewFilters={%22languageCode%22:%22en%22},"Most art books give you instruction to improve your technique, building on what you already know. This book taught me how to draw. Literally. This is the book to read if you don't know the first thing about drawing but would really like to learn."
