Book Title,Review Text
The Shining,"Ok, Mr. Jack Torrence,..... ..... The man who was going to live by his wits....be a best selling author, acclaimed playwright and winner of the New York critics award, man of letters, winner of the Pulitzer Prize, .....you killed my appetite ..... I’ll never be able to look at a Triscuit cracker again without thinking of “The Shining”, .... let alone eat one. You, Sir, took the joy out of crunching those little squares. Haha! Great characters- storytelling- thriller by a master. Yep... I can see why readers get hooked on King. Huge thanks to Zoey!!!!!! I’m so glad I read this!!! An adrenaline rush!!!!! Off for a long Sat. morning hike - starting in 31 degrees. Geee... this is California!"
The Shining,"“You shine on, boy. Harder than anyone I ever met in my life. And I’m sixty years old this January.” “Huh?” “You got a knack,” Hallorann said, turning to him. “Me, I’ve always called it shining. That’s what my grandmother called it, too. She had it. We used to sit in the kitchen when I was a boy no older than you and have long talks without even openin our mouths.” The Shining is a story about the Torrance family. Jack, his wife Wendy and their five year old son, Danny. Jack is hired as the caretaker at the remote Overlook Hotel for the winter season. He is informed by the hotel manager that the previous caretaker, Delbert Grady, killed his entire family inside the hotel. Specifically, that Grady “murdered his two little girls with a hatchet, his wife with a shotgun, and then committed suicide.” As Jack later learns, the Overlook has a long and terrible history. Over the years, it has housed illicit affairs, horrible murders, and mob style executions. Nonetheless, Jack is determined to be the caretaker. In the past, Jack, an aspiring writer and former school teacher has struggled with alcohol and anger issues. Once, he accidentally broke his son’s arm while trying to discipline him. More recently, Jack assaulted a student when he caught him letting the air out of his tires. The incident cost Jack his teaching job and almost his marriage. Jack, now a recovering alcoholic and working on a play, hopes that the seclusion of the Overlook will help him finish the play and reconnect with his wife and son. But the Overlook Hotel has other ideas. The longer the Torrance family stays, the more haunting and powerful it becomes….. So, obviously this is Stephen King at his very best. Every chapter leaves you wanting more, and every sentence in this book is outstanding. Brilliantly written horror that is both magical and terrifying with fully developed characters that are equal parts innocent, vulnerable and pure evil! The Overlook hotel, is a living nightmare, its bricks and mortar soaked through with past horrors. The creepy hedge animals, the old fashioned fire extinguisher: a coiled snake ready to strike, the sounds of a party echoing through the empty rooms and halls, the boiler, unstable and dangerous. The imagery playing through my mind was magnificent! The Shining is an absolute masterpiece. A must read classic. Highly recommend 🙌🏻"
The Shining,"All the stars! Loved, loved this book! I'm not sure what to say in this review that hasn't been said by others. I was blown away by how great this book was. It was so much better then the movie! The slow progression of insanity with Jack Torrance was one of the best things about this book. I loved the overall menacing presence of The Overlook. I loved how the hotel becomes more violent and threatening to Danny and his family the longer they stay there. It was so gripping and overwhelming as the story unfolded. You just couldn't quit reading! I enjoyed Danny's struggle as a kid with understanding his 'gifts' and how to use them in a positive way. Danny, don't you dare go into room 217! This whole book was just awesome! This review doesn't give this book justice for how great it is. I recommend this book to Stephen King fans and horror lovers."
The Shining,"It’s interesting how at different times in life very different things stand out about this story. What’s scary changes with time, I suppose. “This inhuman place makes human monsters.” When I was a kid way too young for reading King, the hotel was the scariest thing ever. On later rereads I was feeling the pain of Jack’s struggle with addiction, trying to overcome it but instead spiraling towards destruction and the relentless hounding of the Overlook. And now it’s Jack himself who freaks the living hell out of me — . The hotel and its ghosts did not have to work too hard to reduce Jack to his entitled base impulses, did they? Jack Torrance goes through life angrily counting the wrongs done to him, minimizing - willingly or subconsciously - his own contribution to his misery, with Overlook just adding to the blind rage that eventually takes him over, a logical conclusion to that hair-trigger temper and abusive tendencies of his. . And yet, even with me terrified of Jack ever since the first few pages of that simmering and initally pretty hidden rage I still cannot help but feel for him, for his doomed efforts to be better, for his love of his son, for his absolutely shitty luck of ending up in the worst place possible for him. King’s Jack Torrance is a wonderfully complex guy, far from the immediate crazy-eyed-insane of Jack Nicholson in Kubrick’s adaptation (and sadly, the image of Jack that most people have). ————— This book was when I first realized back at twelve with a few King books under my belt already that Uncle Stevie is way more disturbing when he hints at things rather than being overtly graphic. . Jack’s rocque mallet is almost a relief after that chapter where he’s almost unsure whether the topiary is moving, and Danny finding out what’s in room 217 is less scary than that sense outside of the room that the fire hydrant hose is about to grab him. It’s the slow dreadful anticipation rather than jump scares that always did it for me. And this book yet again proves to me that even reread with older eyes its one more stone in King’s pedestal among great modern writers. Seriously, chuck some Hemingway out of literature courses and add instead, dear professors. —————— Also posted on ."
The Shining,"His best book is 'The Green Mile,' but since it doesn't quite fall under the Horror category, it is either 'Shining' or 'Carrie' which take top prize. There is not one single detriment to this well-known tale of the disintegration of the American family within the realm of the undead. King here is as he has never been since: metaphoric and concise. He usually adds fact upon useless fact that converts a 400 page work into something more gargantuan, and, therefore, less enthralling. King is not a fan of the Kubrick film, and it is easy to see why. His story is about the build up of tension, the ""shining' a catalyst that promotes a bridge between the haunts & the humans. The boiler burns, blows everything up just as Jack Torrence forgets his humanity & becomes an ego/id complex. His selfishness & his alcoholism (a hereditary illness... another theme about family ""curses,"" and weak threads) leads to savagery. The ghosts are the manifestations of a child's bruised home-life and the suffocation and claustrophobia have more to do with that tragic past than the hotel's eerie interior. I place this masterpiece next to 'The Exorcist', a tale that is more than just a simple tale of demonic possession. To say the 'The Shining' is just a ghost story is something Kubrick ran with... completely ignoring the pathos of a family eating away at itself. The Torrences suffer because they had been broken prior to the stay at the Overlook... it seems that for this one all the stars aligned and all the ingredients for one of the most amazing horror stories of all time mixed exquisitely. This one is the one that made King king."
The Shining,"Thank you the King of author who has written something so memorable that I cannot help myself to reread and see his extraordinary creative mind who finds millions of ways to scare me sh*tless! Redrum Fire extinguishers Roque Mallet Mind freaking maze All work no play makes Jake dull boy! Creepy Grady twins Tricycle Scary woman in bath Room 237 Japanese lantern Here comes Johnny ( okay this part belongs to the movie to tribute Johnny Carson) Jack Torrance is totally satan, Overlook Hotel is last gate to the hell and little Danny speaks with the angels by communicating them using his finger ( that might be most biblical approach to the book but it makes more sense than conspiracy theories I’ve written) Overall: I think the authors has brilliant minds shine like brightest stars in the sky! Mr. King already earned to have his own planet!"
The Shining,"Constant Readers may well be surprised, but even after a second reading, this remains one of my least liked early Stephen King reads! This perception is also probably influenced by the far better and classic Stanley Kubrick/Jack Nicholson movie, which I feel is more grounded and a lot less supernatural based than the book. A personal admission I should add for context, is that I find most ghost stories unfathomable because of their reality 'rules' often being bent ad-hoc to meet the needs of the story being told... just like in this book. 5.5 out of 12!"
The Shining,"Update 10/30/21: Wow… I’ve read this book four times now?! I don’t know what I wrote before, but it’s still a four-star read for me. It was interesting reading it in this weird post-Covidish time since it is heavy on themes of isolation and being quarantined off from the rest of the world. Happy Halloween everyone. Time to go take my medicine. ———————- Update 8/28/18: I completely agree with everything I said two years ago. Third time reading this one, and I think I enjoyed it the most this time around. Now it’s time to watch the movie and read Doctor Sleep. Kicking off a couple months of reading scary, autumny, Halloweeny books. ———————- Old school Stephen King, man. That's where it's at. This is a high point in the King canon for me. In Salem's Lot before this, he developed fascinating characters inhabited a beautifully described small town. He took his time slowly unraveling the story, taking pages and pages to build the setting and deepen our relationship with the large cast of characters. In The Shining, there are basically three characters outside of a small cast of supporting actors. The setting is really just a giant old hotel in a snowy Colorado town. But SK takes even more pages, sometimes entire blasted chapters to develop his characters and set his scenes. Like I said before, it's a slow burn, man. The fact that King takes his time building the horror makes the scary scenes that much scarier. It's not a horror novel full of jump scares and monsters. It's effective by drawing us deep into the minds of the characters, overhearing their innermost thoughts, and freaking out right along with them. The scenes there for horror effect and the iconic stuff from the movie aren't even all that necessary. There is so much else going on in the isolation, addition, desperation, schizophrenia of it all that plays so much harder on your emotions than what's hiding behind a hotel room door. It's long winded at times, sure, but it's mostly necessary. We get to know the Torrence family better than we wish we ever did by the end of this thing. From the awkwardness of the initial conversation with Jack and Ullman to the wild and crazy climax, the pages keep turning and your heart keeps pounding faster. King takes you on a long roller coaster ride that moves slowly up the long, high incline before bringing us crashing down screaming our faces off at the end. And then we grab another King book and hope the ride is just as thrilling as the one before. I'm looking at you, Doctor Sleep."
The Shining,"Even though the film version of this one from Stanley Kubrick is generally considered a horror classic, Stephen King has never been shy about making his dislike of it known. He hates it so much that he was heavily involved in making a more faithful adaptation of it as TV mini-series in 1997. (This inferior version invited comparisons of Stephen Weber from to one of Jack Nicholson’s most iconic performances. So that worked well….) Considering Uncle Stevie’s longstanding grudge about it, I was more than a little shocked when he recently made a of to accept the changes that the new TV show was making. I can’t quite wrap my head around why a genius director creating something new and brilliant based on his story is bad, but anything that a fairly shitty TV show does with the source material is A-OK with King? Whatever…. On to the book. As most everyone knows, this is about a family spending the winter in a haunted hotel in the Rocky Mountains called the Overlook. Jack Torrance was a teacher and promising writer, but his alcoholism and short temper wrecked his career and very nearly ended his marriage. Jack has been sober over a year, and he and Wendy have started down the path of reconciliation. However, she can never entirely forgive him for breaking the arm of their son Danny in an incident that was equal parts rage and accident. Five year old Danny has psychic mojo that includes reading thoughts and precognition courtesy of visions shown to him by his imaginary friend, Tony. Nearly broke, Jack takes on the job of being the winter caretaker for the Overlook. This means that the family will spend months alone in the hotel once the snow flies, and the last caretaker went axe-happy and killed his family. Unfortunately, the Overlook is like an emotional sponge that has soaked in every ugly act that ever took place within its rooms, and the presence of a high-powered psychic like Danny kicks the place into overdrive. As Jack is being driven into madness, Wendy and Danny become increasingly terrified of what he might do. I once read something in which King talked about denial of his own substance abuse problems in which he noted that he somehow wrote without ever once realizing he was describing his own alcoholism. That element of the Jack Torrence character is what makes this one of his better books. The idea of being trapped in a hotel with a bunch of ghosts is scary in a horror story kind of way. The idea of being trapped in a hotel with an ill-tempered drunk with a history of violence as he is cracking up is downright terrifying. Adding even more weight to that idea is that Jack Torrance isn’t a monster. He’s a troubled man who does love his wife and son, and he’s self-aware enough to realize that he’s on the brink. He’ll either turn his life around and earn his wife’s trust back, or he’ll give in to his own worst impulses. This would be hard enough under any circumstances, but under the influence of the evil spirits of the Overlook, Jack becomes a tragedy. Another element jumped out at me while re-reading this time. King talked in his non-fiction (Which I remember as being entertaining, but probably very dated by now. I would be very interested if Uncle Stevie wanted to take another look at what’s become of the horror genre since he wrote that one.) about the economic factor of and how a part of why the movie worked was that the family was essentially trapped by their finances. He uses that idea to good effect here. Most people would run screaming from the Overloook in less than a week, but we’re frequently reminded that the Torrance family was swirling the drain financially. If the perception is that Jack botched this job, his last chance to get back to a more stable lifestyle is probably shot and that goes a long way towards allowing him to convince himself and Wendy that they’re overreacting to the weird occurrences during the early stages, and by the time they’ve become snowed in, the Overlook has its hooks deep into Jack. It’s those more mundane things like a family struggling with money and that an evil entity turns one of them against the others by playing on his inherent weaknesses that make this one of my favorite King novels."
The Shining,"Once upon a time, there was a young man who believed that books were always better than movies. Everyone whose opinion he respected told him it was so, and he believed it must be. And for a time he saw nothing to shake this belief. He read Dickens and saw filmed versions and knew it was so. He read Dumas and no version of Musketeers could shake his conviction. , , and all bore this out. But the young man discovered that it wasn't just the classics for which this held true. He read the popular books of his day, the mysteries and science fictions and fantasies, and those were always better than the movie. But the inevitable happened. One day his notions were challenged in the most devastating way. A man, wild with isolated madness, chopped a door down, poked his head through the cracks and declared his frightening presence. It was an iconic moment. A new idol to replace the idol he'd worshipped, but he didn't know it yet. The young man went out to read the book that gave birth to that image, knowing that the book MUST be better than the film. He turned the pages with excitement, and it began as he expected it would. Tension built, suspense drove him on, the characters seemed fuller and richer, but that began to slip away. Where was the thematic depth? Where was the powerful iconography? Where was the terror? It was gone, and with it his notions. Suddenly there was a film that was better than the book. By a long distance. And it was happening everywhere around him. On screen Replicants beat their written counterparts. Russian poets in frozen manors moved him in ways the translated words couldn't. Christs made love to Magdalenes and it made him weep for joy. The truth was other. Rare though it remained, movies could be better than their sources. He would never again be the snob he'd been. He would embrace those films that trumped their books, and proclaim it to the world."
The Shining,"Actual rating: 4.25 🌟 Obviously this story is a famous one, which led to me not being all too surprised at the things that happened, but this doesn't mean that reading this book wasn't exciting and didn't keep me on the edge of my seat. In fact, the suspense is spread in the right amount of doses throughout the book, which is something I would love to see more often. I read many stories where one thrilling thing happens after another, which just gets repetitive after awhile and takes away from the excitement. King, however, knows how to keep you hooked without ever going over the top. Despite my copy having over 600 pages, I felt entertained throughout and was never bored. This is how suspense is supposed to be written. Obviously, many strange things happen in this story. Many of them might even seem completely unbelievable and ridiculous. But once again, King has a way of writing that makes everything sound like they could actually happen. I don't know how he does it, but every time I read something by him I think to myself:""Yeah sure, of course this is plausible. Of course this can be a thing."" No matter how out of this world the plot may seem. I really liked how every character in this book had a distinctive voice, even though there were many changes of the point of view. This shows what great and realistic characters Stephen King creates every time. Especially the main character Jack struck a chord with me, even though I am nothing like him. But there was just something about him...I don't know how to describe it, but he was written in a way that made all his actions seem somehow comprehensible, no matter how shocking they might have been. Of course everybody reads a book differently and interprets it in their own way. For me, this wasn't just a simple ghost story. For me, it was about a man coming to terms with his own demons more than ever before, and finally facing up to something he has lost control over a long time ago. The only reason this book doesn't get the full five stars from me, is because I didn't get lost in this world as much as I did in the other works by the same author."
The Shining,more like a 3.5 but hey ho
The Shining,"A spine tingling 5 stars and a book worthy in the hall of fame, horrifying yes but also a book that goes beyond horror. A book that leaves sentiment at the door and embraces strong themes of child abuse, alcoholism and the psychological unravelling of a man, a father, a husband, and writer, who is so affected by the very surroundings he sought solace from, he descends into one of the darkest nightmares as the ghostly macabre presence takes hold. A book that evokes such strong emotions it held my attention for the entire novel without deviation. Jack is a recovering alcoholic who takes on a caretaker role at the Outlook hotel in the Colorado Rockies at the end of a season to help him recover from writer’s block and an uncontrolled rage that cost him his teaching job and alcoholism that almost cost him his life and marriage. However, events start to distract Jack when his five-year-old son, who possesses ‘The Shining’ and psychic abilities to read minds, has sightings of the people who once inhabited the hotel. Unable to possess Danny the supernatural forces within the hotel play havoc with Jack’s fragile mental state and with the return to alcohol, he descends into a dark mental abyss where the violence takes hold as Jack takes an axe to the bathroom door in that iconic scene of Jack Nicolson. “Sometimes human places, create inhuman monsters.” The scene is set – Just. Now to the atmospheric backdrop of the book. A worthy accompaniment to this chilling story. The snow bound hills, the hotels expanse, the topiary hedges that come to life, the hotels décor, the basement and even the carpets illicit a specific mention to create a perfect setting for terror to take hold. And then the sounds and the eerie drum beat of a murderous message with the rhythmic repetition of 'red rum, red rum, red rum, red rum….' designed to penetrate your psyche. Two words when combined and reversed (REDRUM) spells MURDER. Just genius. The ghostly incidents never seemed too terrifying on their own but when combined with a character that is unhinged, volatile and recovering from alcoholism then we are faced with one unholy picture of horror. I watched the film years ago and decided to read the book, and it will be no surprise to learn like many others I much preferred the book. To test this notion, I watched the film again and still hold the same opinion, the book did more to create feelings of horror, isolation and fear. So would I recommend? The answer is yes totally!! With such psychologically complex and tragic characters, shocking unsettling events, the perfect tempo in storytelling, the wonderful atmospheric setting with its rhythmic adage of ‘REDRUM’ create a masterpiece in horror that has stood the test of time. Horror is not my go to genre, so I had to ask one of my Goodreads friends Michael (Never ending TBR) for his recommendation in horror for beginners like me!!! Thank you, Michael. Perfect choice, I loved it."
The Shining,"The Shining (The Shining #1) Stephen King Past horrors and evil lurk in Colorado's Overlook Hotel, threatening winter season caretakers Jack Torrance, his wife Wendy, and their young son, Danny. Gifted with the shining, a clairvoyant Danny must battle the darkest evil in the remote hotel in an attempt to save his family from its influence. The Overlook Hotel claimed the most beautiful physical setting of any resort in the world; but Jack Torrance, the new winter caretaker, his wife Wendy and their five-year-old son Danny saw much more than its splendor. Jack saw the Overlook as an opportunity, a desperate way back from failure and despair; Wendy saw this lonely sanctuary as a frail chance to preserve their family; and Danny?... Danny, who was blessed or cursed with a shinning, precognitive gift, saw visions hideously beyond the comprehension of a small boy. He sensed the evil coiled within the Overlook's one hundred and ten empty rooms; an evil that was waiting just for them. عنوانهای چاپ شده در ایران: «درخ‍ش‍ش‌»؛ «درخشان»؛ نویسنده: اس‍ت‍ف‍ن‌ ک‍ی‍ن‍گ‌؛ تاریخ نخستین خوانش روز یازدهم ماه اکتبر سال2000میلادی عنوان: درخ‍ش‍ش‌؛ نویسنده: اس‍ت‍ف‍ن‌ ک‍ی‍ن‍گ‌؛ ب‍رگ‍ردان‌ ب‍ه‍ن‍ام‌ دی‍ان‍ی‌؛ تهران، نشر البرز، سال1378؛ در624ص؛ شابک9644421558؛ موضوع داستانهای نویسندگان ایالات متحده آمریکا - سده20م عنوان: درخشش؛ نویسنده استفان کینگ؛ مترجم غلامحسین اعرابی؛ تهران، پلیکان، سال1390؛ در648ص؛ شابک9786005915150؛ عنوان: درخشان‫: علم غیب؛ نویسنده: استیفن کینگ‫؛ مترجم لیلا شاپوریان؛ تهران، نشر قطره، سال1391؛ در711ص؛ شابک9786001196034؛ چاپ دوم تهرن: کتابسرای میردشتی: نشر قطره؛ سال1400؛ در708ص؛ شابک9786227546040؛ نویسنده‌ای جویای نام «جک تورنس» میخواهد زندگی خانوادگی، و شغلی خویش را از نو بسازد؛ «جک» که شغل آموزگاری در مدرسه‌ ی پیش‌ دانشگاهی «ورمونت» را، پس از یورش به یک دانش‌آموز، از دست داده، مشتاقانه سرایداری زمستانی هتل کوهستانی پرت «اوورلوک» را میپذیرد، و امیدوار است تا بتواند، در آن مکان دور افتاده، ارتباطی نو با خانواده‌ ی خویش ـ همسر و پسرش ـ برقرار کند، و به نگارش نمایش‌نامه‌ ی تازه ای نیز بپردازد؛ «دنی» پسر پنج ساله‌ ی «جک» که به برهان موهبتی خدادادی، از توانایی ویژه ای برخوردار است، پس از نقل مكان به هتل «اوورلوک»، درمییابد تصاوير و ارواحی در هتل وجود دارند؛ با بارش برف سنگین، و بسته شدن راه‌های ارتباطی، رویدادهایی رخ میدهند، که افراد خانواده را دچار مشکل میکنند و...؛ سالها پیش از امروز خوانش این کتاب مرا مدهوش کرد نقل از متن: (قسمت اول: مطالب مقدماتی: 1- مصاحبه ی شغلی؛ «جک تورنس» با خود گفت: مردک بدذات!؛ «اولمان» با قد پنج فوت و پنج اینچ ایستاده بود، و وقتی حرکت کرد، حرکتش چنان خشک و شتابان بود، که به نظر میرسید این ویژگیِ همه ی مردان کوچولوی گرد و قلنبه است؛ موهایش مرتب بود، و لباس تیره رنگش، که سنگین ولی راحت بود، باعث میشد مشتری احساس کند، میتواند مشکلات خود را با او در میان بگذارد؛ با لحن تندی با کارگران صحبت میکرد: باید کارتان را درست انجام بدهید؛ روی برگردان یقه اش، گل میخک قرمزی زده بود؛ شاید برای اینکه در خیابان «استوارت» کسی او را با مامور کفن و دفن محلی اشتباه نگیرد وقتی «جک» سخنان «اولمان» را شنید، با خودش فکر کرد که با این اوضاع، لازم نیست علاقه ای به هیچ کدام از افراد آن طرف میز داشته باشد «اولمان» سئوالی مطرح کرد، ولی او منظورش را نفهمید؛ «اولمان» از آن مردانی بود که چنین خطاهایی را برای رسیدگی بعدی در دفتر راهنمای شخصی ذهنشان بایگانی میکنند ببخشید؟ پرسیدم آیا همسر و پسرتان دقیقا میدانند شغل شما در اینجا چیست؟ نگاهی به پرسشنامه ای که مقابلش بود انداخت و گفت: پسرتان دانیل و همسرتان از این کار وحشتی ندارند؟ وندی زن فوق العاده ای است پسرتان هم فوق العاده است؟ جک لبخند زد، لبخندی به پهنای صورتش؛ ما دوست داریم اینطور فکر کنیم؛ در مقایسه با بقیه ی پسربچه های پنجساله، کاملاً متکی به خود است اولمان دیگر لبخند نزد؛ پرسشنامه ی «جک» را در پرونده اش گذاشت، و پرونده را به کشو برگرداند؛ میز تحریر کاملاً خالی بود، و فقط یک کاغذخشک کن، یک تلفن، یک چراغ مطالعه، و یک سبد مخصوص نامه های وارده و صادره، روی آن بود، که نامه ای هم در آن نبود اولمان برخاست و به طرف کمد بایگانیِ گوشه ی اتاق رفت، و گفت: آقای «تورنس»، اگر مایلید نزدیک میز تحریر بیایید، تا نگاهی به کارها بیندازیم؛ پنج ورقه ی بزرگ آورد، و آنها را روی چوب گردوی کاملاً براق میز تحریر گذاشت؛ «جک» بوی ادوکلن «اولمان» را استشمام کرد، و شانه به شانه ی او ایستاد؛ بدون هیچ دلیلی، به فکرش خطور کرد، که تمام مردان یا اصلاً ادوکلن نمیزنند، یا «انگلیش لدر» میزنند، و مجبور شد زبانش را بین دندانهایش فشار بدهد، تا جلوی خنده ی خود را بگیرد؛ از پشت دیوار صداهایی از آشپزخانه میآمد، که مربوط به فعالیتهای ساعت ناهار هتل «اوورلوک» بود اولمان به سرعت شروع به صحبت کرد: بالاترین طبقه، اتاق زیرشیروانی است؛ فعلاً آنجا چیزی نیست به جز یک م��ت خرت و پرت؛ «اوورلوک» بعد از جنگ جهانی دوم، بارها دست به دست شده است، و به نظر میرسد، مدیرانی که پشت سر هم آمده اند، چیزهای زیادی را در اتاق زیرشیروانی گذاشته اند؛ من میخواهم آنجا تله موش بگذارم، و اطراف آن را سمپاشی کنم؛ بعضی از زنهای مستخدم طبقه ی سوم، از آنجا صدای خش خش شنیده اند؛ من باور نمیکنم، ولی حتی یک درصد امکان وجود موش را هم، نباید در هتل نادیده گرفت؛ البته شما که در هیچ وضعیتی اجازه نمیدهید پسرتان به اتاق زیرشیروانی برود جک گفت: نه؛ بعد دوباره نیشش باز شد و با خود فکر کرد: عجب حرف مزخرفی؛ آیا این مردک احمق واقعا فکر میکرد او اجازه میدهد پسرش در اتاق زیرشیروانی که پر از خرت و پرت، تله موش و خدا میداند چه چیزهای دیگری است، پرسه بزند؟ اولمان نقشه ی اتاق زیرشیروانی را به سرعت برداشت، زیر بقیه ی کاغذها گذاشت، و با صدایی دانشمندانه گفت: «اوورلوک» یک صدوده مهمانپذیر دارد، سی تای آن که سوئیت هستند، در طبقه ی سوم قرار دارد؛ ده تا -از جمله سوئیت ریاست جمهوری- در قسمت غربی است، ده تا در وسط، ده تای دیگر در قسمت شرقی؛ ناگفته نماند که همه ی آنها به منظره های باشکوهی مشرف هستند جک با خود فکر کرد بگوید، ممکن است لطفا تبلیغات فروش را کنار بگذارید؟! ولی ساکت ماند چون به این شغل نیاز داشت اولمان نقشه ی طبقه ی سوم را زیر همه گذاشت و به بررسیِ طبقه ی دوم پرداختند: چهل اتاق، سی اتاق دونفره و ده اتاق یک نفره، و در طبقه ی اول بیست تا از هر کدام، به اضافه ی سه کمد ملافه در هر طبقه، و یک انباری که در انتهای قسمت شرقیِ هتل در طبقه ی دوم، و انتهای قسمت غربی در طبقه ی اول است؛ سوالی ندارید؟)؛ پایان نقل تاریخ بهنگام رسانی 21/07/1400هجری خورشیدی؛ 25/01/1401هجری خورشیدی؛ ا. شربیانی"
The Shining,"QUESTION: Is Stephen King the BEST PURE STORYTELLER of the 20th Century ? ANSWER: Who knows...I haven’t got the slightest wisp of the faintest fragment of a lingering shadow of a clue how to answer that manwich-sized question. However, I do think that in order to have a credible debate on the subject, you would need to include the Prince of the Prolific Page Turner in the argument. That says something to me and it got me thinking that there is a lot to like (and even love) about much of King’s work. Calm down King haters, this is not going to be a slobbering “rah rah” session, but I do think some due is due to Mr. King and his extensive literary production. But, first, a little background. Like many, I read a lot of King’s early novels when I was a prepubescent and post pubescent teenager and enjoyed them a lot at the time. I mean they had lots of naughty words and naughty people doing naughty things (sometimes to their naughty bits)...what’s not to love sports fans. During that period I read quite a few Kingers including: ,,,, (OUCH on this epic failure),, and. However, after the (more on that series below), I drifted away from reading in general as other things began to take precedence in my advancing teen years...namely... This period of literary latency lasted about 15 years (though I did still read during this time, but it was very sporatic). Then about 7 years ago, I began hard core reading again like a born again bibliophile. This hot, steamy love of books soon blossomed into an uncontrollable addiction once I joined Goodreads (YES, THAT MAKES ALL OF YOU READING THIS ENABLERS!!!). Well, once I reattached myself to the reading world, my primary King-related focus was completing the Dark Tower series in all its delicious awesomeness. Okay, so after finishing the Dark Tower for the 2nd time (I am currently up to book 4 on my 3rd go around with the Dark Tower Group here on GR), I decided to read some of King’s later works that I missed as well as go back and revisit the stories I read as a teenager (to see how they hold up to the memory of my hormonally controlled younger self). Which brings us to the Shining which was first up on my re-read list and I am happy to say that I found this more enjoyable this time around. Most of this is due to subtle and nuanced psychological aspects of the novel dealing with alcohlism, obsession and madness were more understandable and relatable at 40 than they were at 15 (go figure). I also found myself thinking of this story as a pretty good microcosm of King’s work (both the good and the bad) as it contained many of King's strength and weaknesses. While I assume most people are familiar with the plot, for those just returning to Earth (welcome back) or just arriving for the first time (NaNu..NaNu), the plot centers around aspiring writer Jack Torrance who has accepted the job of winter caretaker for the Overlook Hotel (aka…the most EVIL place on Earth). Now, Jackie boy is a charmer. He is a “not so recovering” alcoholic with serious ""pole up the poop shoot"" anger issues and a MEGATRON-sized problem with authority. Basically, he is your basic angry, violent, anti-social drunk...let's go ahead and call him DADDY. Accompanying Daddy to the OverSPOOK Hotel are his wife, Wendy, and their “clairvoyant” son Danny, whose unique ability is called The Shining. Now Daddy is hoping to use the quiet time at the OverKOOK to help suture his relationship with his family which, oddly enough, has been on the downslide since Daddy broke Danny’s arm during some drunken shenanigans. UH, I don’t think I need to tell you that things do not go well for Daddy or his family once they come under the influence of the Over""Look we just want to kill you"" Hotel. I think I will exit the plot summary and leave the rest for you to find on your own. I really liked the story. King does a great job of creating a superb sense of dread with sides of creepy and crawly in this very unique and layered ""haunted house"" story. For all of King’s less than perfect prose, his occassional LONG ""off the plot"" tangents and a few endings that leave something to be desired...like a good ending... for all of that SK is an extraordinary story-teller. He is among the best ever at being able to suck a reader into his story and the Shining is certainly a great example of that as I was lost in the narrative from the very beginning. There are few writers who can completing yank me into a story and have me forgeting about eating and sleeping like King did here. For example, I was listening to the audio version of this novel (narrated very well by actor Campbell Scott) and I have rarely had 16+ hours of an audio book sail by as fast as this one did. Now understand, I thought the story was very good but was nowhere near loving it. Yet, I found myself listening to it almost straight through, because King has some demon-spawned story-telling mojo that hypnotizes me. Oddly enough, an hour after I finished the story I was actually somewhat unfulfilled…it’s like the book is some form of literary Chinese food. Regardless, while I was listening I was captivated and this seems to be one of King’s gifts. The ability to create characters that engage the reader (both good and bad) and finding the right emotional buttons to press in order to make the reader CARE about what his characters are thinking and doing. King certainly succeeds here and is in top ""page turning"" form as he employs characters that are exceptionally well drawn, including the Hotel itself which is one of the best non-human characters ever. Overall, I think King has created a classic, yet unique “haunted house” story while at the same time including an engaging and evocative depiction of obsession, alcoholism and madness. A good, solid story that is worth reading. 4.0 stars."
The Shining,"Stephen King is the greatest of them all because he really can jerk a tear playing on nerves of philoprogenitive parents like on the strings of a mellifluous lute… He probably tortured more children than all the rest horror authors of America put together. So what happens? About a week later this stupid cunt of a chambermaid, Delores Vickery by name, she gives out with a helluva shriek while she’s makin up the room where those two stayed, and she faints dead away. When she comes to she says she seen the dead woman in the bathroom, layin naked in the tub. ‘Her face was all purple an puffy,’ she says, ‘an she was grinnin at me.’ So Ullman gave her two weeks’ worth of walking papers and told her to get lost. I figure there’s maybe forty-fifty people died in this hotel since my grandfather opened it for business in 1910. Read in the dead of winter while freezing winds weep sorrowfully and wolves are howling outside."
The Shining,"I mean, what is there really to say about a Stephen King book that hasn’t already been said?! I’m sure this isn’t necessary but…The Shining follows the Torrence family. The father, Jack gets a job being the caretaker for a Hotel over the months when it is closed. Danny, the son, can ‘shine’ and slowly things start to spiral out of control. Something dark lurks within the hotel. This is the first Stephen King book I read, and I actually loved it! I admit, I wasn’t overly scared by it like I hoped I would be, but so far I have been unable to find a book that really scared me. It also took me a lot longer to read than normal books. King includes a lot of detail in his writing and I think this slowed my pace down. I wasn’t going to give this book 5 stars, but the Epilogue blew me away and I knew then that it deserved all 5. I honestly did not expect to finish reading the shining with tears in my eyes. After reading such an incredibly dark book, the final chapter was just so beautiful and pure. I had already seen the film many times but the book was so different, it has a lot more detail and substance to it. I have been left feeling really excited to read my next King book! I would recommend The Shining to anyone that loves a Stephen King novel or a good horror!"
